name,ATPRank,games,wins,loses,players_odds,indoors_win,indoors_loss,outdoors_win,outdoors_loss,ratio_win,players_indoors_win_ratio,players_outdoors_win_ratio
 Hajek J.,79,2,1,1,2.915,0,0,1,1,0.5,,0.5
Abdulla M.,1349,1,0,1,,0,0,0,1,0.0,,0.0
Abel M.,411,1,0,1,,0,0,0,1,0.0,,0.0
Acasuso J.,256,271,141,130,2.3588582261029414,8,15,133,115,0.5202952029520295,0.34782608695652173,0.5362903225806451
Adaktusson J.,265,1,0,1,,0,0,0,1,0.0,,0.0
Agamenone F.,136,5,3,2,4.275,0,0,3,2,0.6,,0.6
Agassi A.,39,118,85,33,1.7003970256024097,12,5,73,28,0.7203389830508474,0.7058823529411765,0.7227722772277227
Ager J.,295,1,0,1,,0,0,0,1,0.0,,0.0
Agostinelli B.,1171,1,0,1,,0,0,0,1,0.0,,0.0
Aguilar J.,191,6,1,5,,0,1,1,4,0.16666666666666666,0.0,0.2
Ahouda A.,727,4,1,3,16.166666666666668,0,0,1,3,0.25,,0.25
Ajdukovic D.,299,4,1,3,2.8000000000000003,0,0,1,3,0.25,,0.25
Al Ghareeb M.,514,7,1,6,,0,0,1,6,0.14285714285714285,,0.14285714285714285
Al Mutawa J.,0,2,0,2,,0,0,0,2,0.0,,0.0
Al-Ghareeb M.,431,1,0,1,,0,0,0,1,0.0,,0.0
Alawadhi O.,0,1,0,1,,0,0,0,1,0.0,,0.0
Albot R.,97,215,86,129,3.0446032831737346,26,26,60,103,0.4,0.5,0.36809815950920244
Alcaide G.,238,1,0,1,,0,0,0,1,0.0,,0.0
Alcaraz C.,1,164,130,34,1.7737904696762428,10,5,120,29,0.7926829268292683,0.6666666666666666,0.8053691275167785
Aldi F.,238,8,1,7,5.675,0,1,1,6,0.125,0.0,0.14285714285714285
Ali Mutawa J.M.,0,2,0,2,,0,0,0,2,0.0,,0.0
Allegro Y.,0,4,1,3,,0,0,1,3,0.25,,0.25
Almagro N.,661,654,384,270,2.279300826519207,29,36,355,234,0.5871559633027523,0.4461538461538462,0.6027164685908319
Almagro N. ,27,1,0,1,,0,1,0,0,0.0,0.0,
Altamirano C.,345,2,0,2,,0,0,0,2,0.0,,0.0
Altmaier D.,51,79,28,51,2.762713585434174,1,5,27,46,0.35443037974683544,0.16666666666666666,0.3698630136986301
Alund M.,131,17,7,10,5.695857142857143,3,1,4,9,0.4117647058823529,0.75,0.3076923076923077
Alvarez Varona N.,231,3,1,2,4.0,1,1,0,1,0.3333333333333333,0.5,0.0
Alves M.,556,1,0,1,,0,0,0,1,0.0,,0.0
Alves T.,138,29,7,22,4.595428571428571,0,0,7,22,0.2413793103448276,,0.2413793103448276
Amritraj P.,308,27,11,16,2.9333928571428567,0,2,11,14,0.4074074074074074,0.0,0.44
Ancic I.,68,3,2,1,2.875,0,0,2,1,0.6666666666666666,,0.6666666666666666
Ancic M.,422,272,174,98,2.168427785200738,52,31,122,67,0.6397058823529411,0.6265060240963856,0.6455026455026455
Andersen J.F.,190,3,1,2,,0,1,1,1,0.3333333333333333,0.0,0.5
Anderson A.,1564,1,0,1,,0,0,0,1,0.0,,0.0
Anderson K.,652,598,347,251,2.3719290173410403,48,38,299,213,0.580267558528428,0.5581395348837209,0.583984375
Anderson O.,813,1,0,1,,0,0,0,1,0.0,,0.0
Andreev A.,319,8,2,6,5.840833333333333,2,6,0,0,0.25,0.25,
Andreev I.,416,423,214,209,2.157216102585663,23,32,191,177,0.5059101654846335,0.41818181818181815,0.5190217391304348
Andreev I. ,35,1,0,1,,0,1,0,0,0.0,0.0,
Andreozzi G.,240,39,12,27,3.233737373737374,0,0,12,27,0.3076923076923077,,0.3076923076923077
Androic T.,363,2,0,2,,0,1,0,1,0.0,0.0,0.0
Andujar P.,323,404,164,240,3.349938907000026,12,30,152,210,0.40594059405940597,0.2857142857142857,0.4198895027624309
Aragone J.,289,2,0,2,,0,0,0,2,0.0,,0.0
Aragone J.C.,299,1,0,1,,0,0,0,1,0.0,,0.0
Aragone JC,265,1,0,1,,0,0,0,1,0.0,,0.0
Aranguren J.M.,257,2,0,2,,0,0,0,2,0.0,,0.0
Arazi H.,138,34,15,19,2.5354833333333335,1,4,14,15,0.4411764705882353,0.2,0.4827586206896552
Arevalo M.,220,2,0,2,,0,0,0,2,0.0,,0.0
Arguello F.,181,17,1,16,4.176666666666667,0,0,1,16,0.058823529411764705,,0.058823529411764705
Armando H.,205,24,9,15,3.4746428571428574,0,0,9,15,0.375,,0.375
Arnaboldi A.,267,14,4,10,3.7002500000000005,0,1,4,9,0.2857142857142857,0.0,0.3076923076923077
Arnaldi M.,76,18,9,9,3.2222222222222223,0,0,9,9,0.5,,0.5
Arthurs W.,195,88,39,49,2.5110034502587695,6,7,33,42,0.4431818181818182,0.46153846153846156,0.44
Artunedo Martinavarro A.,340,1,0,1,,0,1,0,0,0.0,0.0,
Arvidsson I.,507,1,0,1,,0,0,0,1,0.0,,0.0
Ascione T.,238,66,19,47,2.9863593350383626,2,12,17,35,0.2878787878787879,0.14285714285714285,0.3269230769230769
Auckland J.,414,3,2,1,5.5,2,1,0,0,0.6666666666666666,0.6666666666666666,
Auger-Aliassime F.,12,268,163,105,1.8139207763095797,48,22,115,83,0.6082089552238806,0.6857142857142857,0.5808080808080808
Authom M.,156,2,0,2,,0,0,0,2,0.0,,0.0
Avidzba A.,498,2,1,1,2.54,1,1,0,0,0.5,0.5,
Awadhy O.,0,2,0,2,,0,0,0,2,0.0,,0.0
Azzaro L.,295,3,0,3,,0,0,0,3,0.0,,0.0
Baccanello P.,310,5,1,4,3.385375,1,1,0,3,0.2,0.5,0.0
Bachinger M.,279,86,31,55,3.0425576923076925,14,17,17,38,0.36046511627906974,0.45161290322580644,0.3090909090909091
Baez S.,72,95,47,48,2.389135638297872,6,6,41,42,0.49473684210526314,0.5,0.4939759036144578
Baghdatis M.,135,596,324,272,2.300156133828996,81,54,243,218,0.5436241610738255,0.6,0.527114967462039
Bagnis F.,135,121,39,82,3.2126719824890553,9,8,30,74,0.32231404958677684,0.5294117647058824,0.28846153846153844
Bahrouzyan O.,808,4,0,4,,0,0,0,4,0.0,,0.0
Bai Y.,222,8,2,6,7.1416666666666675,0,0,2,6,0.25,,0.25
Bailly G.,1185,1,0,1,,0,1,0,0,0.0,0.0,
Baker B.,312,55,20,35,3.394171428571428,2,5,18,30,0.36363636363636365,0.2857142857142857,0.375
Baker J.,295,19,3,16,3.7651041666666667,0,0,3,16,0.15789473684210525,,0.15789473684210525
Balazs A.,745,33,16,17,4.549044117647059,0,1,16,16,0.48484848484848486,0.0,0.5
Baldi F.,149,3,0,3,,0,0,0,3,0.0,,0.0
Ball C.,158,20,8,12,3.9672916666666667,0,0,8,12,0.4,,0.4
Balleret B.,348,11,3,8,7.366071428571429,1,1,2,7,0.2727272727272727,0.5,0.2222222222222222
Baluda V.,466,1,0,1,,0,1,0,0,0.0,0.0,
Bangoura S.,313,1,0,1,,0,0,0,1,0.0,,0.0
Barrere G.,59,79,31,48,2.980336021505376,11,16,20,32,0.3924050632911392,0.4074074074074074,0.38461538461538464
Barrientos N.,354,4,0,4,,0,0,0,4,0.0,,0.0
Barrios M.,121,10,3,7,2.512380952380952,0,0,3,7,0.3,,0.3
Barrios Vera M.T.,300,2,1,1,3.0,1,1,0,0,0.5,0.5,
Barton M.,198,8,4,4,5.3125,0,0,4,4,0.5,,0.5
Basic M.,292,50,22,28,3.397738095238095,12,7,10,21,0.44,0.631578947368421,0.3225806451612903
Basilashvili N.,118,301,138,163,2.896651138716356,26,34,112,129,0.4584717607973422,0.43333333333333335,0.46473029045643155
Basso A.,416,1,0,1,,0,0,0,1,0.0,,0.0
Bastl G.,227,37,12,25,3.3622916666666667,4,12,8,13,0.32432432432432434,0.25,0.38095238095238093
Bautista Agut R.,25,379,234,145,1.9774626068376069,31,29,203,116,0.6174142480211082,0.5166666666666667,0.6363636363636364
Bautista R.,18,223,134,89,2.7149262116384367,33,21,101,68,0.600896860986547,0.6111111111111112,0.5976331360946746
Bautista R. ,315,1,0,1,,0,1,0,0,0.0,0.0,
Beck A.,338,99,38,61,3.2543333333333333,5,8,33,53,0.3838383838383838,0.38461538461538464,0.38372093023255816
Beck A. ,33,1,0,1,,0,1,0,0,0.0,0.0,
Beck K.,143,134,50,84,3.1329942602040814,15,21,35,63,0.373134328358209,0.4166666666666667,0.35714285714285715
Becker B.,163,369,153,216,3.0785530816688045,46,50,107,166,0.4146341463414634,0.4791666666666667,0.39194139194139194
Becker B. ,43,1,0,1,,0,1,0,0,0.0,0.0,
Bedene A.,347,291,131,160,2.8427720965960916,18,23,113,137,0.45017182130584193,0.43902439024390244,0.452
Bega A.,351,1,0,1,,0,0,0,1,0.0,,0.0
Behrend T.,152,52,16,36,3.0011392045454546,2,3,14,33,0.3076923076923077,0.4,0.2978723404255319
Belic L.,766,3,0,3,,0,0,0,3,0.0,,0.0
Bellier A.,190,9,4,5,4.775499999999999,1,2,3,3,0.4444444444444444,0.3333333333333333,0.5
Bellotti R.,204,1,0,1,,0,0,0,1,0.0,,0.0
Bellucci M.,152,1,0,1,,0,0,0,1,0.0,,0.0
Bellucci T.,915,380,179,201,2.7086286516853932,22,24,157,177,0.4710526315789474,0.4782608695652174,0.47005988023952094
Belyaev I.,334,1,0,1,,0,1,0,0,0.0,0.0,
Bemelmans R.,171,72,23,49,3.5064809782608695,9,16,14,33,0.3194444444444444,0.36,0.2978723404255319
Benchetrit E.,445,8,1,7,3.882142857142857,0,0,1,7,0.125,,0.125
Benneteau A.,75,1,0,1,,0,0,0,1,0.0,,0.0
Benneteau J.,60,545,265,280,2.7194898262178437,83,66,182,214,0.48623853211009177,0.5570469798657718,0.4595959595959596
Benneteau J. ,48,1,0,1,,0,1,0,0,0.0,0.0,
Berankis R.,212,249,104,145,3.0232043521928356,36,31,68,114,0.41767068273092367,0.5373134328358209,0.37362637362637363
Berdych T.,98,910,592,318,1.9906093542158336,113,71,479,247,0.6505494505494506,0.6141304347826086,0.6597796143250688
Berdych T. ,19,2,1,1,1.9900000000000002,1,1,0,0,0.5,0.5,
Bergs Z.,175,15,4,11,3.211818181818182,1,5,3,6,0.26666666666666666,0.16666666666666666,0.3333333333333333
Berlocq C.,177,312,127,185,3.166681993869119,12,18,115,167,0.40705128205128205,0.4,0.4078014184397163
Berrer M.,154,231,88,143,3.2357591240875916,33,36,55,107,0.38095238095238093,0.4782608695652174,0.3395061728395062
Berrettini J.,842,2,1,1,10.25,0,0,1,1,0.5,,0.5
Berrettini M.,38,217,142,75,2.0072,14,11,128,64,0.6543778801843319,0.56,0.6666666666666666
Berrettini M. ,8,3,1,2,4.35,1,2,0,0,0.3333333333333333,0.3333333333333333,
Berta D.,0,2,0,2,,0,0,0,2,0.0,,0.0
Bester P.,225,5,0,5,,0,0,0,5,0.0,,0.0
Betov S.,514,1,0,1,,0,1,0,0,0.0,0.0,
Bhambri Y.,862,40,14,26,3.871730769230769,2,5,12,21,0.35,0.2857142857142857,0.36363636363636365
Biryukov M.,310,2,0,2,,0,2,0,0,0.0,0.0,
Bjorkman J.,173,168,75,93,2.712570525365046,20,21,55,72,0.44642857142857145,0.4878048780487805,0.4330708661417323
Blake J.,100,439,269,170,2.0175511140819964,50,36,219,134,0.6127562642369021,0.5813953488372093,0.6203966005665722
Blake J. ,41,1,0,1,,0,1,0,0,0.0,0.0,
Blake T.,715,1,0,1,,0,0,0,1,0.0,,0.0
Blancaneaux G.,152,6,0,6,,0,4,0,2,0.0,0.0,0.0
Blanch U.,244,1,0,1,,0,0,0,1,0.0,,0.0
Blanco G.,347,27,8,19,3.199803921568628,0,0,8,19,0.2962962962962963,,0.2962962962962963
Bloomfield R.,332,15,4,11,4.334848484848485,0,1,4,10,0.26666666666666666,0.0,0.2857142857142857
Blumberg W.,773,1,0,1,,0,0,0,1,0.0,,0.0
Boeker M.,246,4,1,3,,0,0,1,3,0.25,,0.25
Bogaerts R.,1149,1,0,1,,0,0,0,1,0.0,,0.0
Bogdanovic A.,403,30,8,22,3.069438311688312,1,1,7,21,0.26666666666666666,0.5,0.25
Bogomolov A.,85,152,61,91,3.1993653483992466,16,17,45,74,0.40131578947368424,0.48484848484848486,0.37815126050420167
Bohane A.,1416,1,0,1,,0,0,0,1,0.0,,0.0
Bohli S.,401,20,2,18,2.9703125000000004,1,8,1,10,0.1,0.1111111111111111,0.09090909090909091
Bohli S. ,148,1,0,1,,0,1,0,0,0.0,0.0,
Bolelli S.,187,268,113,155,3.4104321342374444,20,33,93,122,0.4216417910447761,0.37735849056603776,0.4325581395348837
Bolelli S. ,94,1,0,1,,0,1,0,0,0.0,0.0,
Bolt A.,345,40,13,27,3.1015740740740743,0,0,13,27,0.325,,0.325
Bonadio R.,181,3,1,2,3.15,1,1,0,1,0.3333333333333333,0.5,0.0
Bonzi B.,107,83,37,46,2.5454084084084085,10,13,27,33,0.4457831325301205,0.43478260869565216,0.45
Bopanna R.,0,20,5,15,3.83125,1,4,4,11,0.25,0.2,0.26666666666666666
Borg L.,437,4,1,3,14.5,0,2,1,1,0.25,0.0,0.5
Borges N.,69,28,10,18,2.8827777777777777,1,1,9,17,0.35714285714285715,0.5,0.34615384615384615
Borvanov R.,357,1,0,1,,0,1,0,0,0.0,0.0,
Bossel A.,282,2,0,2,,0,0,0,2,0.0,,0.0
Bourchier H.,324,2,1,1,4.3100000000000005,0,0,1,1,0.5,,0.5
Bourgeois L.,369,2,0,2,,0,0,0,2,0.0,,0.0
Bourgue M.,197,5,1,4,7.1425,0,1,1,3,0.2,0.0,0.25
Boutter J.,489,6,1,5,,0,0,1,5,0.16666666666666666,,0.16666666666666666
Bowles C.,1401,1,0,1,,0,0,0,1,0.0,,0.0
Bozoljac I.,244,25,8,17,3.17828431372549,2,4,6,13,0.32,0.3333333333333333,0.3157894736842105
Bracciali D.,139,80,31,49,3.1948988005996997,8,12,23,37,0.3875,0.4,0.38333333333333336
Braga P.,368,1,0,1,,0,0,0,1,0.0,,0.0
Brancaccio R.,336,1,0,1,,0,0,0,1,0.0,,0.0
Brands D.,180,151,58,93,3.040438596491228,16,24,42,69,0.3841059602649007,0.4,0.3783783783783784
Britton D.,1461,3,0,3,,0,1,0,2,0.0,0.0,0.0
Brizzi A.,273,1,0,1,,0,0,0,1,0.0,,0.0
Broady L.,125,47,18,29,3.8881547619047616,5,3,13,26,0.3829787234042553,0.625,0.3333333333333333
Brooksby J.,39,79,46,33,2.506627140974967,6,5,40,28,0.5822784810126582,0.5454545454545454,0.5882352941176471
Brouwer G.,144,21,11,10,3.401136363636364,3,2,8,8,0.5238095238095238,0.6,0.5
Brown D.,303,158,62,96,3.333123319892473,11,14,51,82,0.3924050632911392,0.44,0.38345864661654133
Browne F.,181,3,1,2,,0,0,1,2,0.3333333333333333,,0.3333333333333333
Brugues-Davi A.,184,4,1,3,3.2833333333333337,1,1,0,2,0.25,0.5,0.0
Bryan B.,273,1,0,1,,0,1,0,0,0.0,0.0,
Bryde T.,1164,1,0,1,,0,0,0,1,0.0,,0.0
